Kode,Level,Uraian,UraianPath,SearchText,parent_kode,grandparent_kode
500.5.7.15,kuartier,rekomendasi,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.15: rekomendasi,perekonomian kelautan dan perikanan karantina ikan rekomendasi,500.5.7,500.5
500.5.7.16,kuartier,penutupan suatu area,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.16: penutupan suatu area,perekonomian kelautan dan perikanan karantina ikan penutupan suatu area,500.5.7,500.5
500.5.7.17,kuartier,pelanggaran lalu lintas ikan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.17: pelanggaran lalu lintas ikan,perekonomian kelautan dan perikanan karantina ikan pelanggaran lalu lintas ikan,500.5.7,500.5
500.5.7.18,kuartier,pengawasan peraturan perkarantinaan,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.18: pengawasan peraturan perkarantinaan,perekonomian kelautan dan perikanan karantina ikan pengawasan peraturan perkarantinaan,500.5.7,500.5
500.5.7.19,kuartier,pengawasan pelaksanaan operasional,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.19: pengawasan pelaksanaan operasional,perekonomian kelautan dan perikanan karantina ikan pengawasan pelaksanaan operasional,500.5.7,500.5
500.5.7.20,kuartier,instalasi karantina sementara,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.20: instalasi karantina sementara,perekonomian kelautan dan perikanan karantina ikan instalasi karantina sementara,500.5.7,500.5
500.5.7.21,kuartier,lokasi karantina,500: perekonomian > 500.5: kelautan dan perikanan > 500.5.7: karantina ikan > 500.5.7.21: lokasi karantina,perekonomian kelautan dan perikanan karantina ikan lokasi karantina,500.5.7,500.5
500.6,sekunder,pertanian,500: perekonomian > 500.6: pertanian,perekonomian pertanian,500,
500.6.1,tersier,kebijakan di bidang pertanian yang dilakukan oleh pemerintah daerah,500: perekonomian > 500.6: pertanian > 500.6.1: kebijakan di bidang pertanian yang dilakukan oleh pemerintah daerah,perekonomian pertanian kebijakan di bidang pertanian yang dilakukan oleh pemerintah daerah,500.6,500
500.6.2,tersier,perlindungan hortikultura,500: perekonomian > 500.6: pertanian > 500.6.2: perlindungan hortikultura,perekonomian pertanian perlindungan hortikultura,500.6,500
500.6.2.1,kuartier,perlindungan tanaman buah,500: perekonomian > 500.6: pertanian > 500.6.2: perlindungan hortikultura > 500.6.2.1: perlindungan tanaman buah,perekonomian pertanian perlindungan hortikultura perlindungan tanaman buah,500.6.2,500.6
500.6.2.2,kuartier,perlindungantanaman sayuran dan tanaman obat,500: perekonomian > 500.6: pertanian > 500.6.2: perlindungan hortikultura > 500.6.2.2: perlindungantanaman sayuran dan tanaman obat,perekonomian pertanian perlindungan hortikultura perlindungantanaman sayuran dan tanaman obat,500.6.2,500.6
500.6.2.3,kuartier,perlindungan tanaman florikultura,500: perekonomian > 500.6: pertanian > 500.6.2: perlindungan hortikultura > 500.6.2.3: perlindungan tanaman florikultura,perekonomian pertanian perlindungan hortikultura perlindungan tanaman florikultura,500.6.2,500.6
500.6.2.4,kuartier,dampak iklim dan persyaratan teknis,500: perekonomian > 500.6: pertanian > 500.6.2: perlindungan hortikultura > 500.6.2.4: dampak iklim dan persyaratan teknis,perekonomian pertanian perlindungan hortikultura dampak iklim dan persyaratan teknis,500.6.2,500.6
500.6.3,tersier,perbenihan hortikultura,500: perekonomian > 500.6: pertanian > 500.6.3: perbenihan hortikultura,perekonomian pertanian perbenihan hortikultura,500.6,500
500.6.3.1,kuartier,penilaian varietas,500: perekonomian > 500.6: pertanian > 500.6.3: perbenihan hortikultura > 500.6.3.1: penilaian varietas,perekonomian pertanian perbenihan hortikultura penilaian varietas,500.6.3,500.6
500.6.3.2,kuartier,pengawasan mutu benih,500: perekonomian > 500.6: pertanian > 500.6.3: perbenihan hortikultura > 500.6.3.2: pengawasan mutu benih,perekonomian pertanian perbenihan hortikultura pengawasan mutu benih,500.6.3,500.6
500.6.3.3,kuartier,budidaya dan pascapanen florikultura,500: perekonomian > 500.6: pertanian > 500.6.3: perbenihan hortikultura > 500.6.3.3: budidaya dan pascapanen florikultura,perekonomian pertanian perbenihan hortikultura budidaya dan pascapanen florikultura,500.6.3,500.6
500.6.4,tersier,perluasan dan pengelolaan lahan,500: perekonomian > 500.6: pertanian > 500.6.4: perluasan dan pengelolaan lahan,perekonomian pertanian perluasan dan pengelolaan lahan,500.6,500
500.6.4.1,kuartier,basis data lahan,500: perekonomian > 500.6: pertanian > 500.6.4: perluasan dan pengelolaan lahan > 500.6.4.1: basis data lahan,perekonomian pertanian perluasan dan pengelolaan lahan basis data lahan,500.6.4,500.6
500.6.4.2,kuartier,pengendalian lahan,500: perekonomian > 500.6: pertanian > 500.6.4: perluasan dan pengelolaan lahan > 500.6.4.2: pengendalian lahan,perekonomian pertanian perluasan dan pengelolaan lahan pengendalian lahan,500.6.4,500.6
500.6.4.3,kuartier,optimasi rehabilitasi dan konservasi lahan,500: perekonomian > 500.6: pertanian > 500.6.4: perluasan dan pengelolaan lahan > 500.6.4.3: optimasi rehabilitasi dan konservasi lahan,perekonomian pertanian perluasan dan pengelolaan lahan optimasi rehabilitasi dan konservasi lahan,500.6.4,500.6
500.6.4.4,kuartier,perluasan kawasan tanaman pangan,500: perekonomian > 500.6: pertanian > 500.6.4: perluasan dan pengelolaan lahan > 500.6.4.4: perluasan kawasan tanaman pangan,perekonomian pertanian perluasan dan pengelolaan lahan perluasan kawasan tanaman pangan,500.6.4,500.6
500.6.4.5,kuartier,perluasan kawasan hortikultura perkebunan dan peternakan,500: perekonomian > 500.6: pertanian > 500.6.4: perluasan dan pengelolaan lahan > 500.6.4.5: perluasan kawasan hortikultura perkebunan dan peternakan,perekonomian pertanian perluasan dan pengelolaan lahan perluasan kawasan hortikultura perkebunan dan peternakan,500.6.4,500.6
500.6.5,tersier,pengelolaan air irigasi,500: perekonomian > 500.6: pertanian > 500.6.5: pengelolaan air irigasi,perekonomian pertanian pengelolaan air irigasi,500.6,500
500.6.5.1,kuartier,pengembangan sumber air,500: perekonomian > 500.6: pertanian > 500.6.5: pengelolaan air irigasi > 500.6.5.1: pengembangan sumber air,perekonomian pertanian pengelolaan air irigasi pengembangan sumber air,500.6.5,500.6
500.6.5.2,kuartier,pengembangan jaringan dan optimasi air,500: perekonomian > 500.6: pertanian > 500.6.5: pengelolaan air irigasi > 500.6.5.2: pengembangan jaringan dan optimasi air,perekonomian pertanian pengelolaan air irigasi pengembangan jaringan dan optimasi air,500.6.5,500.6
500.6.5.3,kuartier,iklim konservasi air dan lingkungan hidup,500: perekonomian > 500.6: pertanian > 500.6.5: pengelolaan air irigasi > 500.6.5.3: iklim konservasi air dan lingkungan hidup,perekonomian pertanian pengelolaan air irigasi iklim konservasi air dan lingkungan hidup,500.6.5,500.6
500.6.5.4,kuartier,kelembagaan,500: perekonomian > 500.6: pertanian > 500.6.5: pengelolaan air irigasi > 500.6.5.4: kelembagaan,perekonomian pertanian pengelolaan air irigasi kelembagaan,500.6.5,500.6
500.6.6,tersier,pembiayaan pertanian,500: perekonomian > 500.6: pertanian > 500.6.6: pembiayaan pertanian,perekonomian pertanian pembiayaan pertanian,500.6,500
500.6.6.1,kuartier,pembiayaan program,500: perekonomian > 500.6: pertanian > 500.6.6: pembiayaan pertanian > 500.6.6.1: pembiayaan program,perekonomian pertanian pembiayaan pertanian pembiayaan program,500.6.6,500.6
500.6.6.2,kuartier,pembiayaan syariah dan kerja sama,500: perekonomian > 500.6: pertanian > 500.6.6: pembiayaan pertanian > 500.6.6.2: pembiayaan syariah dan kerja sama,perekonomian pertanian pembiayaan pertanian pembiayaan syariah dan kerja sama,500.6.6,500.6
500.6.6.3,kuartier,pembiayaan agribisnis,500: perekonomian > 500.6: pertanian > 500.6.6: pembiayaan pertanian > 500.6.6.3: pembiayaan agribisnis,perekonomian pertanian pembiayaan pertanian pembiayaan agribisnis,500.6.6,500.6
500.6.6.4,kuartier,kelembagaan dan pemberdayaan agribisnis,500: perekonomian > 500.6: pertanian > 500.6.6: pembiayaan pertanian > 500.6.6.4: kelembagaan dan pemberdayaan agribisnis,perekonomian pertanian pembiayaan pertanian kelembagaan dan pemberdayaan agribisnis,500.6.6,500.6
500.6.7,tersier,pupuk pestisida,500: perekonomian > 500.6: pertanian > 500.6.7: pupuk pestisida,perekonomian pertanian pupuk pestisida,500.6,500
500.6.7.1,kuartier,pupuk organik dan pembenah tanah,500: perekonomian > 500.6: pertanian > 500.6.7: pupuk pestisida > 500.6.7.1: pupuk organik dan pembenah tanah,perekonomian pertanian pupuk pestisida pupuk organik dan pembenah tanah,500.6.7,500.6
500.6.7.2,kuartier,pupuk anorganik,500: perekonomian > 500.6: pertanian > 500.6.7: pupuk pestisida > 500.6.7.2: pupuk anorganik,perekonomian pertanian pupuk pestisida pupuk anorganik,500.6.7,500.6
500.6.7.3,kuartier,pestisida,500: perekonomian > 500.6: pertanian > 500.6.7: pupuk pestisida > 500.6.7.3: pestisida,perekonomian pertanian pupuk pestisida pestisida,500.6.7,500.6
500.6.7.4,kuartier,pengawasan pupuk dan pestisida,500: perekonomian > 500.6: pertanian > 500.6.7: pupuk pestisida > 500.6.7.4: pengawasan pupuk dan pestisida,perekonomian pertanian pupuk pestisida pengawasan pupuk dan pestisida,500.6.7,500.6
500.6.8,tersier,alat dan mesin pertanian,500: perekonomian > 500.6: pertanian > 500.6.8: alat dan mesin pertanian,perekonomian pertanian alat dan mesin pertanian,500.6,500
500.6.8.1,kuartier,pengembangan alat dan mesin pertanian,500: perekonomian > 500.6: pertanian > 500.6.8: alat dan mesin pertanian > 500.6.8.1: pengembangan alat dan mesin pertanian,perekonomian pertanian alat dan mesin pertanian pengembangan alat dan mesin pertanian,500.6.8,500.6
500.6.8.2,kuartier,pengawasan dan peredaran alat dan mesin pertanian,500: perekonomian > 500.6: pertanian > 500.6.8: alat dan mesin pertanian > 500.6.8.2: pengawasan dan peredaran alat dan mesin pertanian,perekonomian pertanian alat dan mesin pertanian pengawasan dan peredaran alat dan mesin pertanian,500.6.8,500.6
500.6.8.3,kuartier,kelembagaan dan pelayanan alat dan mesin pertanian,500: perekonomian > 500.6: pertanian > 500.6.8: alat dan mesin pertanian > 500.6.8.3: kelembagaan dan pelayanan alat dan mesin pertanian,perekonomian pertanian alat dan mesin pertanian kelembagaan dan pelayanan alat dan mesin pertanian,500.6.8,500.6
500.6.9,tersier,perbenihan tanaman pangan,500: perekonomian > 500.6: pertanian > 500.6.9: perbenihan tanaman pangan,perekonomian pertanian perbenihan tanaman pangan,500.6,500
500.6.9.1,kuartier,penilaian varietas dan pengawasan mutu benih,500: perekonomian > 500.6: pertanian > 500.6.9: perbenihan tanaman pangan > 500.6.9.1: penilaian varietas dan pengawasan mutu benih,perekonomian pertanian perbenihan tanaman pangan penilaian varietas dan pengawasan mutu benih,500.6.9,500.6
500.6.9.2,kuartier,produksi benih serealia,500: perekonomian > 500.6: pertanian > 500.6.9: perbenihan tanaman pangan > 500.6.9.2: produksi benih serealia,perekonomian pertanian perbenihan tanaman pangan produksi benih serealia,500.6.9,500.6
500.6.9.3,kuartier,produksi benih aneka kacang dan umbi,500: perekonomian > 500.6: pertanian > 500.6.9: perbenihan tanaman pangan > 500.6.9.3: produksi benih aneka kacang dan umbi,perekonomian pertanian perbenihan tanaman pangan produksi benih aneka kacang dan umbi,500.6.9,500.6
500.6.9.4,kuartier,kelembagaan benih,500: perekonomian > 500.6: pertanian > 500.6.9: perbenihan tanaman pangan > 500.6.9.4: kelembagaan benih,perekonomian pertanian perbenihan tanaman pangan kelembagaan benih,500.6.9,500.6
500.6.10,tersier,budidaya serealia,500: perekonomian > 500.6: pertanian > 500.6.10: budidaya serealia,perekonomian pertanian budidaya serealia,500.6,500
500.6.10.1,kuartier,padi irigasi dan rawa,500: perekonomian > 500.6: pertanian > 500.6.10: budidaya serealia > 500.6.10.1: padi irigasi dan rawa,perekonomian pertanian budidaya serealia padi irigasi dan rawa,500.6.10,500.6
500.6.10.2,kuartier,padi tadah hujan dan lahan kering,500: perekonomian > 500.6: pertanian > 500.6.10: budidaya serealia > 500.6.10.2: padi tadah hujan dan lahan kering,perekonomian pertanian budidaya serealia padi tadah hujan dan lahan kering,500.6.10,500.6
500.6.10.3,kuartier,jagung,500: perekonomian > 500.6: pertanian > 500.6.10: budidaya serealia > 500.6.10.3: jagung,perekonomian pertanian budidaya serealia jagung,500.6.10,500.6
500.6.10.4,kuartier,serealia lain,500: perekonomian > 500.6: pertanian > 500.6.10: budidaya serealia > 500.6.10.4: serealia lain,perekonomian pertanian budidaya serealia serealia lain,500.6.10,500.6
500.6.11,tersier,budidaya aneka kacang dan umbi,500: perekonomian > 500.6: pertanian > 500.6.11: budidaya aneka kacang dan umbi,perekonomian pertanian budidaya aneka kacang dan umbi,500.6,500
500.6.11.1,kuartier,budidaya aneka kacang dan umbi,500: perekonomian > 500.6: pertanian > 500.6.11: budidaya aneka kacang dan umbi > 500.6.11.1: budidaya aneka kacang dan umbi,perekonomian pertanian budidaya aneka kacang dan umbi budidaya aneka kacang dan umbi,500.6.11,500.6
500.6.11.2,kuartier,ubi kayu,500: perekonomian > 500.6: pertanian > 500.6.11: budidaya aneka kacang dan umbi > 500.6.11.2: ubi kayu,perekonomian pertanian budidaya aneka kacang dan umbi ubi kayu,500.6.11,500.6
500.6.11.3,kuartier,aneka kacang,500: perekonomian > 500.6: pertanian > 500.6.11: budidaya aneka kacang dan umbi > 500.6.11.3: aneka kacang,perekonomian pertanian budidaya aneka kacang dan umbi aneka kacang,500.6.11,500.6
500.6.11.4,kuartier,aneka umbi,500: perekonomian > 500.6: pertanian > 500.6.11: budidaya aneka kacang dan umbi > 500.6.11.4: aneka umbi,perekonomian pertanian budidaya aneka kacang dan umbi aneka umbi,500.6.11,500.6
500.6.12,tersier,tanaman pangan,500: perekonomian > 500.6: pertanian > 500.6.12: tanaman pangan,perekonomian pertanian tanaman pangan,500.6,500
500.6.12.1,kuartier,pengeloalan data organisasi pengganggu tumbuhan,500: perekonomian > 500.6: pertanian > 500.6.12: tanaman pangan > 500.6.12.1: pengeloalan data organisasi pengganggu tumbuhan,perekonomian pertanian tanaman pangan pengeloalan data organisasi pengganggu tumbuhan,500.6.12,500.6
500.6.12.2,kuartier,dampak perubahan iklim,500: perekonomian > 500.6: pertanian > 500.6.12: tanaman pangan > 500.6.12.2: dampak perubahan iklim,perekonomian pertanian tanaman pangan dampak perubahan iklim,500.6.12,500.6
500.6.12.3,kuartier,teknoogi pengendalian organisme pengganggu tumbuhan,500: perekonomian > 500.6: pertanian > 500.6.12: tanaman pangan > 500.6.12.3: teknoogi pengendalian organisme pengganggu tumbuhan,perekonomian pertanian tanaman pangan teknoogi pengendalian organisme pengganggu tumbuhan,500.6.12,500.6
500.6.12.4,kuartier,pengelolaan pengendalian hama tepadu,500: perekonomian > 500.6: pertanian > 500.6.12: tanaman pangan > 500.6.12.4: pengelolaan pengendalian hama tepadu,perekonomian pertanian tanaman pangan pengelolaan pengendalian hama tepadu,500.6.12,500.6
500.6.13,tersier,pascapanen tanaman pangan,500: perekonomian > 500.6: pertanian > 500.6.13: pascapanen tanaman pangan,perekonomian pertanian pascapanen tanaman pangan,500.6,500
500.6.13.1,kuartier,padi,500: perekonomian > 500.6: pertanian > 500.6.13: pascapanen tanaman pangan > 500.6.13.1: padi,perekonomian pertanian pascapanen tanaman pangan padi,500.6.13,500.6
500.6.13.2,kuartier,jagung dan serealia lain,500: perekonomian > 500.6: pertanian > 500.6.13: pascapanen tanaman pangan > 500.6.13.2: jagung dan serealia lain,perekonomian pertanian pascapanen tanaman pangan jagung dan serealia lain,500.6.13,500.6
500.6.13.3,kuartier,kedelai dan aneka kacang,500: perekonomian > 500.6: pertanian > 500.6.13: pascapanen tanaman pangan > 500.6.13.3: kedelai dan aneka kacang,perekonomian pertanian pascapanen tanaman pangan kedelai dan aneka kacang,500.6.13,500.6
500.6.13.4,kuartier,aneka umbi,500: perekonomian > 500.6: pertanian > 500.6.13: pascapanen tanaman pangan > 500.6.13.4: aneka umbi,perekonomian pertanian pascapanen tanaman pangan aneka umbi,500.6.13,500.6
500.6.14,tersier,pengolahan hasil pertanian,500: perekonomian > 500.6: pertanian > 500.6.14: pengolahan hasil pertanian,perekonomian pertanian pengolahan hasil pertanian,500.6,500
500.6.14.1,kuartier,tanaman pangan,500: perekonomian > 500.6: pertanian > 500.6.14: pengolahan hasil pertanian > 500.6.14.1: tanaman pangan,perekonomian pertanian pengolahan hasil pertanian tanaman pangan,500.6.14,500.6
500.6.14.2,kuartier,holtikultura,500: perekonomian > 500.6: pertanian > 500.6.14: pengolahan hasil pertanian > 500.6.14.2: holtikultura,perekonomian pertanian pengolahan hasil pertanian holtikultura,500.6.14,500.6
500.6.14.3,kuartier,perkebunan,500: perekonomian > 500.6: pertanian > 500.6.14: pengolahan hasil pertanian > 500.6.14.3: perkebunan,perekonomian pertanian pengolahan hasil pertanian perkebunan,500.6.14,500.6
500.6.14.4,kuartier,peternakan,500: perekonomian > 500.6: pertanian > 500.6.14: pengolahan hasil pertanian > 500.6.14.4: peternakan,perekonomian pertanian pengolahan hasil pertanian peternakan,500.6.14,500.6
500.6.15,tersier,mutu dan standariasi,500: perekonomian > 500.6: pertanian > 500.6.15: mutu dan standariasi,perekonomian pertanian mutu dan standariasi,500.6,500
500.6.15.1,kuartier,standarisasi,500: perekonomian > 500.6: pertanian > 500.6.15: mutu dan standariasi > 500.6.15.1: standarisasi,perekonomian pertanian mutu dan standariasi standarisasi,500.6.15,500.6
